year,series_id,label,value,unit,frequency,geography,industry_code,industry_name,measure,source_id
2024,iip_production_1102007000,その他の金属製品・生産,109.4,index_2020_100,calendar_year,Japan,1102007000,その他の金属製品,production,industry-iip-annual-20260914
2025,iip_production_1102007000,その他の金属製品・生産,110.0,index_2020_100,calendar_year,Japan,1102007000,その他の金属製品,production,industry-iip-annual-20260914
2018,iip_production_1103000000,生産用機械工業・生産,123.3,index_2020_100,calendar_year,Japan,1103000000,生産用機械工業,production,industry-iip-annual-20260914
2019,iip_production_1103000000,生産用機械工業・生産,112.1,index_2020_100,calendar_year,Japan,1103000000,生産用機械工業,production,industry-iip-annual-20260914
2020,iip_production_1103000000,生産用機械工業・生産,100.0,index_2020_100,calendar_year,Japan,1103000000,生産用機械工業,production,industry-iip-annual-20260914
2021,iip_production_1103000000,生産用機械工業・生産,121.6,index_2020_100,calendar_year,Japan,1103000000,生産用機械工業,production,industry-iip-annual-20260914
2022,iip_production_1103000000,生産用機械工業・生産,134.0,index_2020_100,calendar_year,Japan,1103000000,生産用機械工業,production,industry-iip-annual-20260914
2023,iip_production_1103000000,生産用機械工業・生産,120.7,index_2020_100,calendar_year,Japan,1103000000,生産用機械工業,production,industry-iip-annual-20260914
2024,iip_production_1103000000,生産用機械工業・生産,118.9,index_2020_100,calendar_year,Japan,1103000000,生産用機械工業,production,industry-iip-annual-20260914
2025,iip_production_1103000000,生産用機械工業・生産,118.3,index_2020_100,calendar_year,Japan,1103000000,生産用機械工業,production,industry-iip-annual-20260914
2018,iip_production_1103001000,農業用機械・生産,115.0,index_2020_100,calendar_year,Japan,1103001000,農業用機械,production,industry-iip-annual-20260914
2019,iip_production_1103001000,農業用機械・生産,116.7,index_2020_100,calendar_year,Japan,1103001000,農業用機械,production,industry-iip-annual-20260914
2020,iip_production_1103001000,農業用機械・生産,100.0,index_2020_100,calendar_year,Japan,1103001000,農業用機械,production,industry-iip-annual-20260914
2021,iip_production_1103001000,農業用機械・生産,119.6,index_2020_100,calendar_year,Japan,1103001000,農業用機械,production,industry-iip-annual-20260914
2022,iip_production_1103001000,農業用機械・生産,115.8,index_2020_100,calendar_year,Japan,1103001000,農業用機械,production,industry-iip-annual-20260914
2023,iip_production_1103001000,農業用機械・生産,94.2,index_2020_100,calendar_year,Japan,1103001000,農業用機械,production,industry-iip-annual-20260914
2024,iip_production_1103001000,農業用機械・生産,72.6,index_2020_100,calendar_year,Japan,1103001000,農業用機械,production,industry-iip-annual-20260914
2025,iip_production_1103001000,農業用機械・生産,73.6,index_2020_100,calendar_year,Japan,1103001000,農業用機械,production,industry-iip-annual-20260914
2018,iip_production_1103002000,建設・鉱山機械・生産,110.5,index_2020_100,calendar_year,Japan,1103002000,建設・鉱山機械,production,industry-iip-annual-20260914
2019,iip_production_1103002000,建設・鉱山機械・生産,111.1,index_2020_100,calendar_year,Japan,1103002000,建設・鉱山機械,production,industry-iip-annual-20260914
2020,iip_production_1103002000,建設・鉱山機械・生産,100.0,index_2020_100,calendar_year,Japan,1103002000,建設・鉱山機械,production,industry-iip-annual-20260914
2021,iip_production_1103002000,建設・鉱山機械・生産,120.8,index_2020_100,calendar_year,Japan,1103002000,建設・鉱山機械,production,industry-iip-annual-20260914
2022,iip_production_1103002000,建設・鉱山機械・生産,126.8,index_2020_100,calendar_year,Japan,1103002000,建設・鉱山機械,production,industry-iip-annual-20260914
2023,iip_production_1103002000,建設・鉱山機械・生産,132.7,index_2020_100,calendar_year,Japan,1103002000,建設・鉱山機械,production,industry-iip-annual-20260914
2024,iip_production_1103002000,建設・鉱山機械・生産,111.8,index_2020_100,calendar_year,Japan,1103002000,建設・鉱山機械,production,industry-iip-annual-20260914
2025,iip_production_1103002000,建設・鉱山機械・生産,103.5,index_2020_100,calendar_year,Japan,1103002000,建設・鉱山機械,production,industry-iip-annual-20260914
2018,iip_production_1103003000,生活関連産業用機械・生産,128.7,index_2020_100,calendar_year,Japan,1103003000,生活関連産業用機械,production,industry-iip-annual-20260914
2019,iip_production_1103003000,生活関連産業用機械・生産,117.8,index_2020_100,calendar_year,Japan,1103003000,生活関連産業用機械,production,industry-iip-annual-20260914
2020,iip_production_1103003000,生活関連産業用機械・生産,100.0,index_2020_100,calendar_year,Japan,1103003000,生活関連産業用機械,production,industry-iip-annual-20260914
2021,iip_production_1103003000,生活関連産業用機械・生産,97.3,index_2020_100,calendar_year,Japan,1103003000,生活関連産業用機械,production,industry-iip-annual-20260914
2022,iip_production_1103003000,生活関連産業用機械・生産,92.6,index_2020_100,calendar_year,Japan,1103003000,生活関連産業用機械,production,industry-iip-annual-20260914
2023,iip_production_1103003000,生活関連産業用機械・生産,97.3,index_2020_100,calendar_year,Japan,1103003000,生活関連産業用機械,production,industry-iip-annual-20260914
2024,iip_production_1103003000,生活関連産業用機械・生産,94.0,index_2020_100,calendar_year,Japan,1103003000,生活関連産業用機械,production,industry-iip-annual-20260914
2025,iip_production_1103003000,生活関連産業用機械・生産,92.8,index_2020_100,calendar_year,Japan,1103003000,生活関連産業用機械,production,industry-iip-annual-20260914
2018,iip_production_1103004000,基礎素材産業用機械・生産,125.8,index_2020_100,calendar_year,Japan,1103004000,基礎素材産業用機械,production,industry-iip-annual-20260914
2019,iip_production_1103004000,基礎素材産業用機械・生産,125.6,index_2020_100,calendar_year,Japan,1103004000,基礎素材産業用機械,production,industry-iip-annual-20260914
2020,iip_production_1103004000,基礎素材産業用機械・生産,100.0,index_2020_100,calendar_year,Japan,1103004000,基礎素材産業用機械,production,industry-iip-annual-20260914
2021,iip_production_1103004000,基礎素材産業用機械・生産,111.6,index_2020_100,calendar_year,Japan,1103004000,基礎素材産業用機械,production,industry-iip-annual-20260914
2022,iip_production_1103004000,基礎素材産業用機械・生産,115.6,index_2020_100,calendar_year,Japan,1103004000,基礎素材産業用機械,production,industry-iip-annual-20260914
2023,iip_production_1103004000,基礎素材産業用機械・生産,105.3,index_2020_100,calendar_year,Japan,1103004000,基礎素材産業用機械,production,industry-iip-annual-20260914
2024,iip_production_1103004000,基礎素材産業用機械・生産,104.1,index_2020_100,calendar_year,Japan,1103004000,基礎素材産業用機械,production,industry-iip-annual-20260914
2025,iip_production_1103004000,基礎素材産業用機械・生産,98.3,index_2020_100,calendar_year,Japan,1103004000,基礎素材産業用機械,production,industry-iip-annual-20260914
2018,iip_production_1103005000,金属加工機械・生産,179.3,index_2020_100,calendar_year,Japan,1103005000,金属加工機械,production,industry-iip-annual-20260914
2019,iip_production_1103005000,金属加工機械・生産,154.3,index_2020_100,calendar_year,Japan,1103005000,金属加工機械,production,industry-iip-annual-20260914
2020,iip_production_1103005000,金属加工機械・生産,100.0,index_2020_100,calendar_year,Japan,1103005000,金属加工機械,production,industry-iip-annual-20260914
2021,iip_production_1103005000,金属加工機械・生産,117.3,index_2020_100,calendar_year,Japan,1103005000,金属加工機械,production,industry-iip-annual-20260914
2022,iip_production_1103005000,金属加工機械・生産,140.3,index_2020_100,calendar_year,Japan,1103005000,金属加工機械,production,industry-iip-annual-20260914
2023,iip_production_1103005000,金属加工機械・生産,139.7,index_2020_100,calendar_year,Japan,1103005000,金属加工機械,production,industry-iip-annual-20260914
2024,iip_production_1103005000,金属加工機械・生産,114.7,index_2020_100,calendar_year,Japan,1103005000,金属加工機械,production,industry-iip-annual-20260914
2025,iip_production_1103005000,金属加工機械・生産,114.5,index_2020_100,calendar_year,Japan,1103005000,金属加工機械,production,industry-iip-annual-20260914
2018,iip_production_1103006000,半導体・フラットパネルディスプレイ製造装置・生産,111.7,index_2020_100,calendar_year,Japan,1103006000,半導体・フラットパネルディスプレイ製造装置,production,industry-iip-annual-20260914
2019,iip_production_1103006000,半導体・フラットパネルディスプレイ製造装置・生産,97.2,index_2020_100,calendar_year,Japan,1103006000,半導体・フラットパネルディスプレイ製造装置,production,industry-iip-annual-20260914
2020,iip_production_1103006000,半導体・フラットパネルディスプレイ製造装置・生産,100.0,index_2020_100,calendar_year,Japan,1103006000,半導体・フラットパネルディスプレイ製造装置,production,industry-iip-annual-20260914
2021,iip_production_1103006000,半導体・フラットパネルディスプレイ製造装置・生産,131.5,index_2020_100,calendar_year,Japan,1103006000,半導体・フラットパネルディスプレイ製造装置,production,industry-iip-annual-20260914
2022,iip_production_1103006000,半導体・フラットパネルディスプレイ製造装置・生産,154.2,index_2020_100,calendar_year,Japan,1103006000,半導体・フラットパネルディスプレイ製造装置,production,industry-iip-annual-20260914
2023,iip_production_1103006000,半導体・フラットパネルディスプレイ製造装置・生産,129.9,index_2020_100,calendar_year,Japan,1103006000,半導体・フラットパネルディスプレイ製造装置,production,industry-iip-annual-20260914
2024,iip_production_1103006000,半導体・フラットパネルディスプレイ製造装置・生産,155.5,index_2020_100,calendar_year,Japan,1103006000,半導体・フラットパネルディスプレイ製造装置,production,industry-iip-annual-20260914
2025,iip_production_1103006000,半導体・フラットパネルディスプレイ製造装置・生産,151.7,index_2020_100,calendar_year,Japan,1103006000,半導体・フラットパネルディスプレイ製造装置,production,industry-iip-annual-20260914
2018,iip_production_1103007000,機械工具・生産,117.7,index_2020_100,calendar_year,Japan,1103007000,機械工具,production,industry-iip-annual-20260914
2019,iip_production_1103007000,機械工具・生産,113.3,index_2020_100,calendar_year,Japan,1103007000,機械工具,production,industry-iip-annual-20260914
2020,iip_production_1103007000,機械工具・生産,100.0,index_2020_100,calendar_year,Japan,1103007000,機械工具,production,industry-iip-annual-20260914
2021,iip_production_1103007000,機械工具・生産,121.1,index_2020_100,calendar_year,Japan,1103007000,機械工具,production,industry-iip-annual-20260914
2022,iip_production_1103007000,機械工具・生産,112.4,index_2020_100,calendar_year,Japan,1103007000,機械工具,production,industry-iip-annual-20260914
2023,iip_production_1103007000,機械工具・生産,94.7,index_2020_100,calendar_year,Japan,1103007000,機械工具,production,industry-iip-annual-20260914
2024,iip_production_1103007000,機械工具・生産,106.7,index_2020_100,calendar_year,Japan,1103007000,機械工具,production,industry-iip-annual-20260914
2025,iip_production_1103007000,機械工具・生産,108.4,index_2020_100,calendar_year,Japan,1103007000,機械工具,production,industry-iip-annual-20260914
2018,iip_production_1103008000,その他の生産用機械・生産,122.8,index_2020_100,calendar_year,Japan,1103008000,その他の生産用機械,production,industry-iip-annual-20260914
2019,iip_production_1103008000,その他の生産用機械・生産,106.2,index_2020_100,calendar_year,Japan,1103008000,その他の生産用機械,production,industry-iip-annual-20260914
2020,iip_production_1103008000,その他の生産用機械・生産,100.0,index_2020_100,calendar_year,Japan,1103008000,その他の生産用機械,production,industry-iip-annual-20260914
2021,iip_production_1103008000,その他の生産用機械・生産,121.1,index_2020_100,calendar_year,Japan,1103008000,その他の生産用機械,production,industry-iip-annual-20260914
2022,iip_production_1103008000,その他の生産用機械・生産,134.2,index_2020_100,calendar_year,Japan,1103008000,その他の生産用機械,production,industry-iip-annual-20260914
2023,iip_production_1103008000,その他の生産用機械・生産,115.2,index_2020_100,calendar_year,Japan,1103008000,その他の生産用機械,production,industry-iip-annual-20260914
2024,iip_production_1103008000,その他の生産用機械・生産,96.4,index_2020_100,calendar_year,Japan,1103008000,その他の生産用機械,production,industry-iip-annual-20260914
2025,iip_production_1103008000,その他の生産用機械・生産,107.5,index_2020_100,calendar_year,Japan,1103008000,その他の生産用機械,production,industry-iip-annual-20260914
2018,iip_production_1104000000,汎用・業務用機械工業・生産,121.4,index_2020_100,calendar_year,Japan,1104000000,汎用・業務用機械工業,production,industry-iip-annual-20260914
2019,iip_production_1104000000,汎用・業務用機械工業・生産,114.1,index_2020_100,calendar_year,Japan,1104000000,汎用・業務用機械工業,production,industry-iip-annual-20260914
